"HALTER_ID","ALTER","GESCHLECHT","STADTKREIS","STADTQUARTIER","RASSE1","RASSE1_MISCHLING","RASSE2","RASSE2_MISCHLING","RASSENTYP","GEBURTSJAHR_HUND","GESCHLECHT_HUND","HUNDEFARBE"
148258,"41-50","w",3,31,"Weisser Schäferhund (Berger Blanc Suisse)","Mischling",,,"I",2016,"w","weiss"
108170,"41-50","w",3,31,"Jack Russel Terrier",,,,"K",2009,"w","schwarz gestromt"
138657,"51-60","w",3,31,"Zwergpudel",,,,"K",2017,"w","rot"
138646,"31-40","w",3,31,"Belgischer Schäferhund","Mischling",,,"I",2015,"w","braun/schwarz"
154040,"31-40","w",3,31,"Malteser",,,,"K",2020,"w","weiss"
138286,"41-50","m",3,31,"Akita",,,,"I",2017,"w","rot/weiss"
107776,"31-40","w",3,31,"Shar Pei",,,,"I",2011,"w","schwarz"
138175,"51-60","m",3,31,"Yorkshire Terrier",,,,"K",2016,"m","schwarz/braun"
138164,"31-40","w",3,31,"Französische Bulldogge",,,,"K",2016,"m","schwarz"
107498,"51-60","m",3,31,"Labrador Retriever",,"Golden Retriever",,"I",2011,"m","golden"
137755,"51-60","w",3,31,"Bolonka Zwetna",,,,"K",2017,"m","schwarz/weiss"
127287,"31-40","m",3,31,"Weimaraner",,,,"I",2015,"m","grau"
137342,"61-70","w",3,31,"Golden Retriever",,,,"I",2018,"w","golden"
137316,"21-30","w",3,31,"Französische Bulldogge",,,,"K",2015,"m","beige"
106607,"41-50","w",3,31,"Boxer",,"Leonberger",,"I",2007,"m","gestromt"
136996,"61-70","m",3,31,"Lhasa Apso",,,,"K",2015,"m","weiss/braun"
136938,"61-70","m",3,31,"Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2017,"m","weiss"
88334,"31-40","m",3,31,"Dogo Argentino",,,,"I",2015,"w","weiss/schwarz"
154077,"21-30","w",3,31,"Mischling gross",,,,"I",2018,"w","schwarz/braun"
103275,"51-60","m",3,31,"Magyar Viszla",,,,"I",2010,"m","gelb"
158640,"21-30","w",3,31,"Deutscher Kleinspitz",,,,"K",2017,"m","creme"
136487,"41-50","w",3,31,"Labrador Retriever",,,,"I",2017,"w","weiss"
160089,"31-40","m",3,31,"Cocker Spaniel",,,,"K",2018,"w","braun"
160084,"41-50","m",3,31,"Dalmatiner",,,,"I",2020,"w","weiss/schwarz"
105592,"51-60","m",3,31,"Miniature Australian Shepherd",,,,"I",2008,"w","tricolor"
83384,"81-90","w",3,31,"Continental Bulldog",,,,"I",2012,"w","braun/weiss/schwarz"
105410,"61-70","w",3,31,"Shih Tzu",,,,"K",2014,"w","mahagoni/weiss"
157080,"41-50","w",3,31,"Labrador Retriever",,"Australian Shepherd",,"I",2020,"m","red merle"
135819,"51-60","w",3,31,"Yorkshire Terrier",,,,"K",2016,"w","black/tan"
159958,"61-70","w",3,31,"Mischling klein",,,,"K",2021,"w","hellbraun"
157756,"21-30","w",3,31,"Chihuahua",,"Pinscher",,"K",2018,"m","weiss/braun/schwarz"
159832,"21-30","w",3,31,"Labrador Retriever",,"Grosspudel",,"I",2020,"w","weiss"
159790,"21-30","w",3,31,"Dalmatiner","Mischling",,,"I",2020,"w","weiss/schwarz"
156628,"31-40","w",3,31,"Boston Terrier",,,,"K",2020,"w","lilac"
158697,"51-60","m",3,31,"Galgo Espanol",,"Golden Retriever",,"I",2014,"w","beige"
102325,"31-40","w",3,31,"Labrador Retriever",,,,"I",2009,"w","braun"
159621,"21-30","w",3,31,"Zwergspitz",,,,"K",2021,"m","creme"
159533,"31-40","m",3,31,"Cavalier King Charles Spaniel",,,,"K",2021,"m","tricolor"
159531,"11-20","m",3,31,"Deutscher Schäferhund",,,,"I",2020,"w","schwarz/braun"
159512,"31-40","w",3,31,"Epagneul Breton (Bretonischer Vorstehhund)",,,,"I",2015,"m","braun/weiss"
159447,"31-40","w",3,31,"Malteser",,,,"K",2017,"w","weiss"
159438,"21-30","w",3,31,"Mischling gross",,,,"I",2016,"m","braun"
160120,"21-30","m",3,31,"Deutscher Schäferhund",,,,"I",2021,"m","schwarz/braun"
133964,"21-30","m",3,31,"Chihuahua","Mischling",,,"K",2021,"m","black/tan"
159202,"31-40","w",3,31,"Mischling gross",,,,"I",2016,"m","beige"
159180,"31-40","m",3,31,"Grosspudel",,,,"I",2021,"m","schwarz"
159117,"21-30","w",3,31,"Mischling klein",,,,"K",2020,"m","schwarz/weiss"
154163,"41-50","w",3,31,"Chihuahua",,,,"K",2013,"w","braun"
160012,"31-40","w",3,31,"Deutscher Schäferhund","Mischling",,,"I",2016,"m","schwarz/braun"
159037,"41-50","w",3,31,"Französische Bulldogge",,,,"K",2019,"m","merle"
87668,"51-60","w",3,31,"Grand Bleu de Gascogne",,,,"I",2015,"m","blau"
87668,"51-60","w",3,31,"Segugio italiano",,,,"I",2013,"m","gestromt"
87668,"51-60","w",3,31,"Podenco Ibicenco",,,,"I",2019,"w","weiss"
133108,"41-50","w",3,31,"Landseer",,,,"I",2016,"w","weiss/schwarz"
105592,"51-60","m",3,31,"Miniature American Shepard",,,,"K",2021,"w","blue/merle"
103021,"51-60","w",3,31,"Jack Russel Terrier",,,,"K",2010,"m","weiss"
102883,"51-60","m",3,31,"Lagotto Romagnolo",,,,"I",2010,"w","orange"
83090,"71-80","w",3,31,"Australian Shepherd","Mischling",,,"I",2010,"m","braun/grau"
83397,"81-90","m",3,31,"Pinscher",,"Chihuahua",,"K",2008,"m","braun/weiss"
132361,"51-60","w",3,31,"Kromfohrländer",,,,"I",2016,"w","braun/weiss"
83417,"61-70","w",3,31,"Mischling klein",,,,"K",2010,"m","schwarz/braun"
132266,"51-60","m",3,31,"Chihuahua",,,,"K",2015,"w","tricolor"
158572,"21-30","w",3,31,"Border Collie",,,,"I",2021,"m","red merle"
160142,"21-30","m",3,31,"Golden Retriever",,,,"I",2019,"w","creme"
136242,"41-50","m",3,31,"Belgischer Schäferhund","Mischling",,,"I",2015,"m","braun meliert"
156467,"31-40","w",3,31,"Boston Terrier",,,,"K",2020,"m","beige/creme"
158321,"41-50","w",3,31,"Labrador",,,,"I",2021,"w","gelb"
158315,"31-40","w",3,31,"Beagle",,,,"K",2021,"m","tricolor"
158202,"31-40","w",3,33,"Golden Retriever",,,,"I",2021,"w","hellbraun"
157516,"31-40","w",3,33,"Chihuahua","Mischling",,,"K",2015,"w","schwarz/weiss"
100360,"31-40","m",3,33,"Rottweiler",,,,"I",2017,"m","black/tan"
157667,"21-30","m",3,33,"Dogo Argentino",,,,"I",2020,"m","weiss"
157634,"21-30","w",3,33,"Lagotto Romagnolo",,,,"I",2021,"m","braun/weiss"
157584,"21-30","w",3,33,"Dachshund",,,,"K",2019,"w","schwarz/braun"
129813,"21-30","m",3,33,"Bulldog",,"Dogo Argentino",,"I",2021,"m","weiss"
157516,"31-40","w",3,33,"Deutscher Schäferhund","Mischling",,,"I",2017,"w","schwarz/weiss"
87050,"71-80","w",3,33,"Labrador Retriever",,,,"I",2011,"m","choco"
124417,"51-60","w",3,33,"Mischling gross",,,,"I",2018,"m","hellbraun"
156981,"41-50","m",3,33,"Zwergpinscher",,,,"K",2021,"w","schwarz lohfarbig"
156981,"41-50","m",3,33,"Zwergpinscher",,,,"K",2020,"w","schwarz/braun"
127964,"41-50","w",3,33,"Havaneser",,,,"K",2015,"m","zobel"
86847,"51-60","w",3,33,"Irish Soft Coated Wheaten Terrier",,,,"I",2016,"w","beige"
127777,"31-40","w",3,33,"Zwergpudel",,,,"K",2021,"m","apricot"
124417,"51-60","w",3,33,"Flat Coated Retriever",,,,"I",2016,"w","schwarz"
156775,"41-50","w",3,33,"Mischling gross",,,,"I",2019,"w","schwarz"
156774,"21-30","m",3,33,"Pomeranian",,,,"K",2020,"m","schwarz"
99765,"61-70","m",3,33,"Französische Bulldogge",,,,"K",2009,"w","weiss/schwarz"
156766,"41-50","w",3,33,"Labrador Retriever",,"Minipudel",,"I",2020,"m","fawn"
156705,"31-40","w",3,33,"Mischling gross",,,,"I",2021,"w","braun/schwarz"
156698,"41-50","w",3,33,"Pudel",,,,"K",2011,"m","weiss"
82643,"61-70","m",3,33,"Chihuahua",,,,"K",2009,"m","weiss"
99542,"51-60","m",3,33,"Pekingese",,,,"K",2009,"m","braun"
127017,"71-80","w",3,33,"Foxterrier",,,,"K",2015,"w","tricolor"
156219,"31-40","w",3,33,"Französische Bulldogge",,,,"K",2018,"m","gestromt"
99266,"41-50","w",3,33,"Malteser",,,,"K",2008,"w","weiss"
130925,"41-50","w",3,33,"Labrador Retriever",,,,"I",2016,"m","silber"
124417,"51-60","w",3,33,"Golden Retriever",,,,"I",2014,"m","golden"
86482,"51-60","w",3,33,"Sibirischer Husky",,,,"I",2012,"w","grau"
70894,"41-50","m",3,33,"Mischling gross",,,,"I",2020,"m","schwarz/weiss"
157556,"21-30","w",3,33,"Parson Russell Terrier",,,,"K",2021,"m","braun/schwarz/weiss"
155364,"31-40","m",3,33,"Französische Bulldogge",,,,"K",2020,"m","blau/grau"
155364,"31-40","m",3,33,"Französische Bulldogge",,,,"K",2020,"w","schwarz gestromt"
155128,"51-60","w",3,33,"Mittelschnauzer",,,,"I",2013,"m","schwarz"
124782,"31-40","m",3,33,"Malinois",,,,"I",2021,"m","falb"
98300,"41-50","w",3,33,"Havaneser",,,,"K",2017,"w","tricolor"
124693,"61-70","m",3,33,"Berner Sennenhund",,,,"I",2014,"m","tricolor"
124671,"61-70","w",3,33,"Malteser",,,,"K",2010,"w","weiss/schwarz"
124671,"61-70","w",3,33,"Malteser",,,,"K",2015,"w","weiss"
124645,"51-60","w",3,33,"Mischling klein",,,,"K",2014,"w","braun"
102913,"61-70","w",3,33,"Border Terrier","Mischling",,,"K",2018,"m","braun/beige"
86195,"51-60","w",3,33,"Berger des Pyrenées",,,,"I",2015,"w","weiss/braun"
154505,"41-50","w",3,33,"Kromfohrländer","Mischling",,,"I",2020,"w","weiss"
82444,"61-70","w",3,33,"Schäfer","Mischling",,,"I",2010,"m","rotbraun/weiss"
124507,"51-60","m",3,33,"Zwergpinscher",,"Rehpinscher",,"K",2011,"m","braun"
154436,"41-50","w",3,33,"Bolonka Zwetna",,,,"K",2020,"m","zobel"
97609,"31-40","w",3,33,"Mischling gross",,,,"I",2015,"w","schwarz/braun"
86119,"51-60","w",3,33,"Jack Russel Terrier",,,,"K",2015,"w","tricolor"
103551,"31-40","w",3,33,"Mischling gross",,,,"I",2013,"m","braun"
154310,"41-50","m",3,33,"Podengo Portugues","Mischling",,,"I",2019,"m","beige/weiss"
154196,"41-50","w",3,33,"Labrador Retriever",,,,"I",2019,"m","schwarz"
123636,"31-40","m",3,33,"Chihuahua","Mischling",,,"K",2011,"w","blondfarben"
128634,"61-70","m",3,33,"Kangal",,,,"I",2014,"w","beige/schwarz"
83168,"61-70","w",3,33,"Mittelschnauzer",,,,"I",2013,"w","pfeffer/salz"
85909,"51-60","w",3,33,"Mischling klein",,,,"K",2006,"m","tricolor"
153724,"51-60","m",3,33,"Griffon belge",,,,"K",2020,"m","black/tan"
153611,"51-60","m",3,33,"Deutscher Schäfer",,,,"I",2020,"m","schwarz"
158008,"41-50","m",3,33,"Zwergspitz",,,,"K",2021,"w","schwarz"
123200,"51-60","w",3,33,"Mops",,,,"K",2011,"w","beige/schwarz"
159236,"51-60","w",3,33,"Jack Russel Terrier",,,,"K",2010,"w","tricolor"
87816,"61-70","w",3,33,"Mischling gross",,,,"I",2016,"w","weiss/braun"
67272,"41-50","w",3,33,"Beagle",,,,"K",2017,"w","tricolor"
152701,"31-40","w",3,33,"Podengo Portugues",,,,"I",2019,"m","braun/weiss"
152674,"51-60","m",3,33,"Zwergspitz",,,,"K",2019,"w","weiss"
122387,"51-60","w",3,33,"Zwergdackel",,,,"K",2014,"m","schwarz/rot"
103845,"61-70","w",3,33,"Labrador Retriever",,,,"I",2010,"m","schwarz"
99808,"41-50","w",3,33,"Mops",,,,"K",2009,"m","beige"
99808,"41-50","w",3,33,"Mops",,,,"K",2014,"w","beige/schwarz"
122044,"51-60","w",3,33,"Französische Bulldogge",,,,"K",2011,"w","schwarz/weiss"
158302,"61-70","m",3,33,"Tschechoslowakischer Wolfshund",,,,"I",2020,"w","beige"
93531,"51-60","w",3,33,"Zwergpinscher",,,,"K",2008,"m","schwarz/rot"
151533,"51-60","m",3,33,"Labrador Retriever",,,,"I",2019,"m","braun"
155994,"61-70","w",3,33,"Bolonka Zwetna",,,,"K",2020,"m","weiss/creme"
134180,"41-50","w",3,33,"Mischling gross",,,,"I",2016,"m","braun"
93203,"71-80","w",3,33,"Dachshund",,,,"K",2020,"m","saufarben"
150538,"51-60","w",3,33,"Mops",,,,"K",2017,"w","brindle"
150528,"31-40","m",3,33,"Französische Bulldogge",,,,"K",2019,"m","schoko pied"
149987,"21-30","w",3,33,"Australien Kelpie",,,,"I",2015,"m","golden"
149626,"51-60","w",3,33,"Mischling gross",,,,"I",2014,"w","schwarz/braun"
119904,"61-70","w",3,33,"Mischling klein",,,,"K",2012,"w","braun/weiss"
119904,"61-70","w",3,33,"Mischling gross",,,,"I",2013,"w","schwarz/weiss"
119904,"61-70","w",3,33,"Mischling klein",,,,"K",2012,"w","hell-/dunkelbraun"
119810,"61-70","w",3,33,"Labrador Retriever","Mischling",,,"I",2017,"m","schwarz"
149156,"41-50","w",3,33,"Landseer",,"Berner Sennenhund",,"I",2019,"w","schwarz/weiss"
149155,"41-50","m",3,33,"Irish Setter",,,,"I",2019,"m","rot"
80659,"51-60","w",3,33,"English Springer Spaniel",,,,"I",2012,"m","schwarz/weiss"
158323,"41-50","w",3,33,"Nova Scotia Duck Tolling Retriever",,,,"I",2021,"m","rot"
148961,"21-30","w",3,33,"Weimaraner",,,,"I",2019,"w","silber"
148912,"31-40","m",3,33,"Border Collie",,"Jack Russel Terrier",,"I",2018,"m","schwarz/weiss"
131525,"41-50","w",3,33,"Barbet",,,,"I",2016,"m","braun"
148759,"41-50","w",3,33,"Jack Russel Terrier",,,,"K",2019,"m","weiss"
85002,"51-60","w",3,33,"Bobtail (Old English Shepdog)",,,,"I",2016,"w","grau/weiss"
91504,"81-90","w",3,33,"Cocker Spaniel",,,,"K",2009,"m","schwarz"
84958,"51-60","w",3,33,"Hovawart",,,,"I",2013,"w","schwarz Marken"
148410,"61-70","w",3,33,"Zwergspitz",,"Pomeranian",,"K",2017,"w","weiss/braun/schwarz"
148223,"41-50","w",3,33,"Perro de Agua Espanol",,,,"I",2019,"m","braun"
19105,"41-50","m",3,33,"Appenzeller Sennenhund",,"Labrador Retriever",,"I",2020,"w","schwarz"
147812,"21-30","m",3,33,"Boston Terrier",,"Cane Corso",,"I",2019,"m","schwarz"
157366,"41-50","w",3,33,"Mischling gross",,,,"I",2018,"m","schwarz"
147235,"51-60","w",3,33,"Chihuahua",,,,"K",2018,"m","braun/weiss"
90360,"41-50","w",3,33,"Yorkshire Terrier","Mischling",,,"K",2012,"w","schwarz Marken"
117447,"51-60","m",3,33,"Labrador Retriever",,"Schäfer",,"I",2013,"w","schwarz/braun"
146912,"31-40","m",3,33,"Französische Bulldogge",,,,"K",2016,"w","blue/merle"
104656,"41-50","w",3,33,"Samojede",,,,"I",2010,"m","weiss"
159535,"51-60","w",3,33,"Podengo Portugues",,,,"I",2015,"m","hellbraun"
116841,"31-40","w",3,33,"Mischling gross",,,,"I",2018,"w","schwarz/grau"
116784,"51-60","w",3,33,"Labrador Retriever",,,,"I",2013,"w","braun"
89666,"41-50","w",3,33,"Boston Terrier",,,,"K",2018,"m","schwarz/weiss"
89648,"51-60","w",3,33,"Labrador Retriever",,,,"I",2007,"w","schwarz"
145516,"71-80","w",3,33,"Yorkshire Terrier",,"Malteser",,"K",2018,"m","schwarz/braun"
145182,"41-50","w",3,33,"Mischling gross",,,,"I",2018,"m","braun"
115119,"51-60","m",3,33,"Mischling klein",,,,"K",2010,"m","hellbraun"
80513,"61-70","w",3,33,"Parson Jack Russell Terrier",,,,"K",2011,"w","tricolor"
114133,"51-60","w",3,33,"Bolonka Zwetna",,,,"K",2011,"w","beige/creme"
130043,"41-50","w",3,33,"Labrador Retriever",,,,"I",2015,"w","schwarz"
89384,"41-50","m",3,33,"Zwergpudel",,,,"K",2005,"m","schwarz/weiss"
154835,"41-50","w",3,33,"Entlebucher Sennenhund",,"Appenzeller Sennenhund",,"I",2020,"w","tricolor"
84269,"41-50","w",3,33,"English Setter",,,,"I",2011,"m","weiss/beige"
143635,"31-40","w",3,33,"Jack Russel Terrier",,,,"K",2018,"m","weiss/braun"
143450,"61-70","w",3,33,"Deutscher Schäfer",,,,"I",2011,"w","schwarz/gelb"
143449,"51-60","w",3,33,"Continental Bulldog",,,,"I",2016,"w","schwarz/weiss"
143429,"61-70","w",3,33,"Mischling gross",,,,"I",2018,"w","schwarz/weiss"
143303,"31-40","m",3,33,"Border Terrier",,,,"K",2013,"w","red grizzle"
143106,"71-80","w",3,33,"Havaneser",,,,"K",2013,"m","schwarz"
142792,"41-50","w",3,33,"Labrador Retriever","Mischling",,,"I",2018,"w","schwarz"
142559,"51-60","w",3,33,"Französische Bulldogge",,,,"K",2018,"w","blau/weiss"
159664,"31-40","w",3,33,"Zwergpudel",,,,"K",2020,"m","weiss/schwarz"
142183,"21-30","w",3,33,"Mischling gross",,,,"I",2020,"w","hellbraun"
127002,"61-70","w",3,33,"Saluki",,,,"I",2015,"w","creme"
140801,"31-40","m",3,33,"Malteser",,,,"K",2014,"w","weiss"
140503,"31-40","m",3,33,"Mischling gross",,,,"I",2012,"m","braun"
140443,"41-50","m",3,33,"Schweizer Laufhund","Mischling",,,"I",2016,"m","schwarz/rot"
140249,"41-50","w",3,33,"Border Collie",,,,"I",2017,"w","blue/merle"
139839,"51-60","w",3,33,"Foxterrier",,,,"K",2017,"w","tricolor"
108834,"71-80","w",3,33,"Malteser","Mischling",,,"K",2011,"w","schwarz/weiss"
108724,"51-60","w",3,33,"Pinscher",,,,"K",2011,"w","schwarz"
85927,"61-70","w",3,33,"Hovawart",,,,"I",2015,"w","blondfarben"
139343,"61-70","m",3,33,"Lagotto Romagnolo",,,,"I",2013,"m","braun/weiss"
139204,"31-40","m",3,33,"Labrador Retriever",,,,"I",2017,"m","choco"
139103,"21-30","m",3,33,"Parson Russell Terrier",,,,"K",2017,"m","weiss/schwarz"
139026,"31-40","w",3,33,"Zwergrauhaardackel",,,,"K",2017,"w","saufarben"
101324,"31-40","w",3,33,"Deutscher Boxer",,,,"I",2020,"m","rehbraun"
138718,"31-40","m",3,33,"Prager Rattler",,,,"K",2010,"w","black/tan"
107971,"51-60","w",3,33,"Labrador Retriever",,,,"I",2011,"w","schwarz"
138248,"41-50","m",3,33,"Französische Bulldogge",,,,"K",2014,"w","schwarz/weiss"
137774,"61-70","m",3,33,"Mittelpudel",,,,"K",2017,"m","schwarz"
106830,"51-60","w",3,33,"Mischling gross",,,,"I",2016,"m","zimt"
83497,"51-60","w",3,33,"Bobtail (Old English Shepdog)",,,,"I",2011,"m","blau/grau/weiss"
106426,"41-50","w",3,33,"Zwergpinscher",,,,"K",2011,"m","schwarz/braun"
88337,"51-60","w",3,33,"Yorkshire Terrier",,,,"K",2004,"m","schwarz/braun"
105870,"81-90","w",3,33,"Labrador Retriever",,,,"I",2007,"w","schwarz"
160050,"41-50","w",3,33,"Mischling klein",,,,"K",2017,"m","braun/schwarz"
158676,"41-50","w",3,33,"Labrador Retriever",,,,"I",2021,"w","Fox/Red"
135731,"31-40","m",3,33,"Cocker Spaniel",,,,"K",2016,"m","schwarz"
135594,"51-60","w",3,33,"Bolonka Zwetna",,,,"K",2011,"w","schwarz/weiss"
159740,"21-30","w",3,33,"Magyar Viszla",,,,"I",2021,"w","beige"
159718,"41-50","w",3,33,"Malteser",,,,"K",2021,"m","weiss"
159918,"11-20","w",3,33,"Zwergspitz",,"Pomeranian",,"K",2020,"m","beige/weiss"
135132,"51-60","w",3,33,"Shih Tzu",,,,"K",2021,"m","braun"
135132,"51-60","w",3,33,"Shih Tzu",,,,"K",2016,"m","braun/schwarz"
83248,"51-60","w",3,33,"Jack Russel Terrier","Mischling",,,"K",2012,"w","tricolor"
83052,"51-60","w",3,33,"Bolonka Zwetna",,,,"K",2016,"w","schwarz"
104571,"51-60","w",3,33,"Malteser",,,,"K",2019,"w","weiss"
134403,"51-60","w",3,33,"Foxterrier",,,,"K",2013,"w","tricolor"
134403,"51-60","w",3,33,"Bolonka Zwetna","Mischling",,,"K",2016,"w","schwarz/braun/grau"
159298,"41-50","w",3,33,"Beagle",,,,"K",2021,"w","tricolor"
54322,"71-80","m",3,33,"Lagotto Romagnolo",,,,"I",2009,"m","weiss/orange"
159065,"21-30","m",3,33,"Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2020,"m","weiss"
159059,"31-40","w",3,33,"Labrador Retriever",,,,"I",2021,"m","weiss"
133219,"31-40","w",3,33,"Englische Bulldogge",,,,"I",2016,"w","braun/weiss"
103192,"51-60","w",3,33,"Zwergpudel",,,,"K",2010,"w","black/tan"
158985,"51-60","w",3,33,"Irish Terrier",,,,"I",2021,"m","rot"
87649,"71-80","m",3,33,"Labrador Retriever","Mischling",,,"I",2016,"w","schwarz"
158951,"31-40","w",3,33,"Grosspudel",,,,"I",2020,"w","schoko"
102761,"31-40","w",3,33,"Mischling klein",,,,"K",2015,"w","braun/weiss"
152945,"41-50","m",3,33,"Bolonka Zwetna",,,,"K",2020,"m","schwarz"
158643,"41-50","m",3,33,"Rhodesian Ridgeback",,,,"I",2021,"m","braun"
158602,"41-50","w",3,33,"Grosspudel",,,,"I",2021,"m","fawn"
132211,"31-40","w",3,33,"Mischling klein",,,,"K",2015,"m","schwarz"
82987,"51-60","w",3,33,"Labrador Retriever",,,,"I",2017,"w","gelb"
156728,"51-60","m",3,33,"Tibet Terrier","Mischling",,,"K",2008,"m","braun"
131295,"51-60","m",3,34,"Mischling gross",,,,"I",2015,"w","gestromt"
158053,"31-40","w",3,34,"Bobtail (Old English Shepdog)",,,,"I",2021,"w","blau/grau/weiss"
157990,"21-30","w",3,34,"American Foxhound",,"Mischling gross",,"I",2020,"w","weiss/braun"
87330,"61-70","w",3,34,"Zwergspitz",,,,"K",2020,"w","tricolor"
157947,"61-70","w",3,34,"Beagle",,,,"K",2021,"m","tricolor"
157924,"31-40","m",3,34,"Mischling gross",,,,"I",2019,"w","weiss/braun"
157889,"31-40","m",3,34,"Siberian Husky",,,,"I",2014,"m","schwarz/weiss"
100574,"31-40","m",3,34,"Sennenhund","Mischling",,,"I",2012,"m","tricolor"
157841,"51-60","m",3,34,"Bulldog",,,,"I",2015,"m","rot"
157823,"31-40","w",3,34,"West Highland White Terrier",,"Zwergpudel",,"K",2021,"m","weiss"
100423,"31-40","w",3,34,"Norwich Terrier",,,,"K",2007,"w","black/tan"
157649,"11-20","m",3,34,"Deutscher Schäferhund",,,,"I",2021,"m","schwarz/braun"
100661,"71-80","m",3,34,"Schäfer","Mischling",,,"I",2009,"w","braun/schwarz"
100133,"51-60","w",3,34,"Chihuahua",,,,"K",2007,"m","braun/weiss"
157425,"31-40","m",3,34,"Cane Corso","Mischling",,,"I",2019,"m","schwarz/braun/weiss"
157416,"51-60","w",3,34,"Deutscher Pinscher",,"Dachshund",,"I",2017,"w","schwarz/rot"
100078,"31-40","w",3,34,"Chihuahua",,,,"K",2010,"m","tricolor"
157337,"41-50","m",3,34,"Weimaraner",,"Magyar Viszla",,"I",2019,"w","braun"
157267,"31-40","w",3,34,"Mischling klein",,,,"K",2020,"m","hellbraun"
155384,"41-50","w",3,34,"Pekingese",,,,"K",2016,"m","orange"
157146,"31-40","w",3,34,"Galgo Espanol",,,,"I",2017,"w","schwarz"
128098,"51-60","w",3,34,"Malteser",,,,"K",2015,"m","weiss"
157017,"51-60","m",3,34,"Tibet Terrier",,,,"K",2010,"w","zobel"
156987,"61-70","w",3,34,"Pudel",,,,"K",2020,"m","schwarz"
156954,"31-40","m",3,34,"Galgo Espanol",,,,"I",2019,"w","schwarz"
154446,"51-60","w",3,34,"Zwergspitz",,,,"K",2020,"m","beige"
156786,"41-50","m",3,34,"Malinois",,"Belgischer Schäferhund",,"I",2020,"m","schwarz/braun"
99803,"41-50","w",3,34,"Pinscher",,,,"K",2009,"w","tricolor"
156780,"31-40","w",3,34,"Malteser",,,,"K",2020,"w","weiss"
156694,"61-70","w",3,34,"Border Collie",,,,"I",2020,"m","schwarz/weiss"
157344,"41-50","w",3,34,"Border Collie",,,,"I",2021,"m","schwarz/weiss"
156289,"21-30","w",3,34,"Zwergspitz",,,,"K",2020,"w","braun"
156271,"31-40","w",3,34,"Mops",,,,"K",2012,"m","schwarz"
122928,"51-60","w",3,34,"Malteser",,,,"K",2012,"m","weiss"
133286,"61-70","m",3,34,"Yorkshire Terrier",,,,"K",2016,"m","braun/schwarz"
126558,"31-40","w",3,34,"Rhodesian Ridgeback",,,,"I",2021,"w","braun"
156172,"41-50","m",3,34,"Dachshund",,,,"K",2020,"m","braun/rot"
156154,"41-50","w",3,34,"Mischling gross",,,,"I",2020,"w","braun"
155855,"31-40","w",3,34,"Manchester Terrier",,,,"K",2020,"w","schwarz/braun"
155737,"21-30","w",3,34,"Border Collie",,,,"I",2020,"w","schwarz/weiss"
125728,"31-40","w",3,34,"Chihuahua",,,,"K",2010,"m","braun/weiss"
125728,"31-40","w",3,34,"Chihuahua",,,,"K",2005,"m","braun"
155636,"31-40","w",3,34,"Welsh Terrier",,,,"K",2020,"m","black/tan"
160018,"11-20","w",3,34,"Chow Chow",,,,"I",2021,"m","creme"
80915,"71-80","w",3,34,"Golden Retriever",,,,"I",2006,"w","blondfarben"
125618,"41-50","w",3,34,"Malteser",,,,"K",2014,"m","weiss"
155456,"31-40","w",3,34,"Zwergschnauzer",,,,"K",2020,"w","schwarz"
132786,"51-60","m",3,34,"Zwergpudel",,,,"K",2016,"m","rot"
4164,"51-60","w",3,34,"Mischling gross",,,,"I",2021,"w","schwarz/weiss"
155348,"31-40","w",3,34,"Mischling gross",,,,"I",2020,"m","schwarz"
125304,"51-60","w",3,34,"Jack Russel Terrier",,,,"K",2020,"m","braun/weiss"
155079,"21-30","m",3,34,"Lagotto Romagnolo",,,,"I",2020,"m","beige"
154838,"21-30","w",3,34,"Französische Bulldogge",,"Jack Russel Terrier",,"K",2016,"m","dunkel gestromt"
154833,"21-30","w",3,34,"Mischling klein",,,,"K",2020,"w","braun"
70577,"61-70","w",3,34,"Mischling klein",,,,"K",2014,"w","blondfarben"
124783,"51-60","m",3,34,"Chihuahua",,,,"K",2009,"m","beige"
154531,"31-40","m",3,34,"Alaskan Malamute",,,,"I",2020,"m","grau/weiss"
124569,"31-40","w",3,34,"Französische Bulldogge",,,,"K",2011,"w","braun"
154488,"31-40","w",3,34,"Mops",,,,"K",2020,"m","schwarz"
124467,"61-70","w",3,34,"Chihuahua",,,,"K",2013,"w","braun/beige"
97442,"51-60","w",3,34,"Mischling",,"Jack Russel Terrier",,"K",2016,"w","beige/weiss"
124137,"41-50","m",3,34,"Mischling klein",,,,"K",2014,"m","schwarz"
154200,"31-40","m",3,34,"Siberian Husky",,,,"I",2020,"m","fawn"
123936,"61-70","w",3,34,"Chihuahua",,,,"K",2014,"w","weiss/braun"
123921,"21-30","w",3,34,"Chihuahua",,,,"K",2014,"w","tricolor"
154086,"31-40","m",3,34,"Border Terrier",,,,"K",2020,"m","red grizzle"
99095,"71-80","w",3,34,"Toypudel",,,,"K",2015,"m","silber"
153826,"31-40","m",3,34,"Malteser",,,,"K",2019,"m","grau/schwarz"
153783,"51-60","w",3,34,"Labrador","Mischling",,,"I",2017,"m","schwarz"
159205,"21-30","w",3,34,"Zwergpudel",,,,"K",2021,"m","schwarz/braun"
