"HALTER_ID","ALTER","GESCHLECHT","STADTKREIS","STADTQUARTIER","RASSE1","RASSE1_MISCHLING","RASSE2","RASSE2_MISCHLING","RASSENTYP","GEBURTSJAHR_HUND","GESCHLECHT_HUND","HUNDEFARBE"
100342,"61-70","w",10,101,"Zwergpinscher",,,,"K",2007,"m","schwarz/braun/weiss"
110003,"61-70","w",10,101,"Labrador Retriever",,,,"I",2010,"m","hellbraun"
156469,"21-30","w",10,101,"Bichon Havanais",,,,"K",2013,"w","weiss"
88471,"71-80","w",10,101,"Yorkshire Terrier",,,,"K",2018,"m","black/tan"
156232,"31-40","w",10,101,"Chesapeake Bay Retriever",,,,"I",2020,"m","braun"
159872,"21-30","w",10,101,"Belgischer Schäferhund","Mischling",,,"I",2018,"w","schwarz"
81645,"71-80","m",10,101,"Airedale Terrier",,,,"I",2009,"w","black/tan"
86990,"51-60","m",10,101,"Labrador Retriever",,,,"I",2017,"m","schwarz"
84308,"71-80","w",10,101,"Mischling klein",,,,"K",2011,"w","schwarz/braun/weiss"
87466,"81-90","w",10,101,"Mischling klein",,,,"K",2010,"m","braun"
117879,"81-90","w",10,101,"Havaneser",,,,"K",2013,"w","schwarz/weiss"
131137,"41-50","w",10,101,"Border Collie",,"Labrador Retriever",,"I",2016,"m","schwarz/weiss"
114129,"31-40","m",10,101,"Podenco Ibicenco",,,,"I",2009,"m","braun/weiss"
84825,"51-60","w",10,101,"Appenzeller",,"Berner Sennenhund",,"I",2019,"m","schwarz/weiss"
156931,"41-50","w",10,101,"Labrador Retriever",,,,"I",2021,"w","schwarz"
93288,"51-60","w",10,101,"Cavalier King Charles Spaniel",,,,"K",2007,"m","tricolor"
159045,"41-50","w",10,101,"Jack Russel Terrier",,,,"K",2021,"w","schwarz/weiss"
142830,"31-40","w",10,101,"Beagle",,,,"K",2010,"w","tricolor"
89195,"41-50","w",10,101,"Mischling klein",,,,"K",2001,"m","weiss"
154119,"31-40","m",10,101,"Mischling gross",,,,"I",2017,"m","schwarz/weiss"
121595,"41-50","w",10,101,"Border Collie",,,,"I",2013,"m","rotbraun/weiss"
151856,"71-80","m",10,101,"Mischling gross",,,,"I",2012,"w","black/tan"
82261,"61-70","w",10,101,"Chow Chow",,,,"I",2007,"m","rot"
140127,"41-50","w",10,101,"Chihuahua",,,,"K",2014,"w","weiss/schwarz"
110632,"41-50","m",10,101,"Golden Retriever",,,,"I",2011,"w","golden"
109934,"31-40","w",10,101,"Whippet",,,,"I",2011,"m","beige/schwarz"
142945,"31-40","m",10,101,"Labrador Retriever",,,,"I",2019,"w","Fox/Red"
143175,"31-40","w",10,101,"Mops",,,,"K",2009,"m","beige"
125539,"71-80","w",10,101,"West Highland White Terrier",,,,"K",2017,"w","weiss"
112785,"41-50","w",10,101,"Pekingese","Mischling",,,"K",2012,"m","schwarz/weiss"
155070,"21-30","w",10,101,"Chihuahua",,,,"K",2017,"w","creme"
103617,"51-60","w",10,101,"Mischling klein",,,,"K",2018,"w","weiss"
5226,"61-70","m",10,101,"Französische Bulldogge",,,,"K",2021,"w","schwarz/weiss"
129914,"21-30","w",10,101,"Mischling gross",,,,"I",2017,"m","schwarz"
81648,"41-50","w",10,101,"Bolonka Zwetna",,,,"K",2020,"m","rot/braun/weiss"
150706,"41-50","m",10,101,"Mischling gross",,,,"I",2013,"m","schwarz/braun"
159698,"41-50","w",10,101,"Mops",,,,"K",2021,"w","schwarz"
142568,"41-50","w",10,101,"Parson Russell Terrier",,,,"K",2018,"w","weiss/braun"
141326,"51-60","w",10,101,"Podenco Canario","Mischling",,,"I",2009,"w","braun/weiss"
87648,"61-70","w",10,101,"Australian Shepherd",,,,"I",2017,"m","tricolor"
159883,"41-50","m",10,101,"Lagotto Romagnolo",,,,"I",2021,"w","orangeschimmel"
159578,"51-60","w",10,101,"English Setter",,,,"I",2019,"m","weiss/braun"
152375,"31-40","w",10,101,"Mischling gross",,,,"I",2019,"w","hellbraun/weiss"
89778,"41-50","w",10,101,"Berger des Pyrenées",,,,"I",2007,"m","gestromt"
159683,"31-40","m",10,101,"Dachshund",,,,"K",2008,"m","saufarben"
147337,"51-60","w",10,101,"Französische Bulldogge",,,,"K",2018,"m","schwarz/weiss"
144956,"21-30","w",10,101,"Zwergspitz",,,,"K",2021,"w","braun"
100102,"31-40","m",10,101,"Malinois",,,,"I",2010,"m","braun/schwarz"
157422,"31-40","w",10,101,"Zwergspitz",,"Siberian Husky",,"I",2020,"m","weiss"
127255,"41-50","w",10,101,"Pinscher",,,,"K",2008,"w","schwarz/braun"
120517,"51-60","m",10,101,"Miniature Australian Shepherd",,,,"I",2016,"w","red-tri"
114673,"41-50","w",10,101,"Pinscher","Mischling",,,"K",2011,"m","schwarz"
133271,"51-60","w",10,101,"Yorkshire Terrier",,,,"K",2011,"w","braun/beige"
147015,"31-40","m",10,101,"Continental Bulldog",,,,"I",2019,"m","beige/schwarz"
104776,"61-70","w",10,101,"Labrador",,"Pudel",,"I",2016,"m","schwarz"
143917,"31-40","w",10,101,"Labrador Retriever",,,,"I",2018,"m","braun"
158571,"31-40","m",10,101,"West Highland White Terrier",,,,"K",2021,"w","weiss"
86447,"71-80","w",10,101,"Irish Terrier",,,,"I",2014,"w","rot"
84712,"51-60","w",10,101,"Mischling klein",,,,"K",2020,"m","hellbraun/weiss"
159091,"31-40","w",10,101,"Perro de Agua Espanol",,,,"I",2021,"w","weiss/schwarz"
137494,"21-30","w",10,101,"Mischling gross",,,,"I",2017,"w","braun/schwarz"
143022,"61-70","w",10,101,"Lakeland Terrier",,,,"K",2018,"m","rot"
84393,"41-50","w",10,101,"Französische Bulldogge",,,,"K",2016,"m","schwarz/weiss"
95653,"41-50","m",10,101,"Mischling klein",,,,"K",2008,"w","schwarz"
136833,"41-50","w",10,101,"Labrador Retriever","Mischling",,,"I",2017,"w","creme"
153803,"41-50","w",10,101,"Jack Russel Terrier",,,,"K",2020,"w","weiss/schwarz/braun"
157794,"51-60","w",10,101,"Appenzeller Sennenhund",,,,"I",2020,"w","schwarz/braun/weiss"
152658,"21-30","w",10,101,"Pekingese",,,,"K",2014,"m","braun"
157583,"41-50","w",10,101,"Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2021,"w","weiss"
144949,"21-30","w",10,101,"Mischling klein",,,,"K",2017,"m","schwarz/weiss"
101329,"31-40","w",10,101,"Mischling klein",,,,"K",2009,"m","schwarz/weiss"
131648,"41-50","m",10,101,"Labrador Retriever",,,,"I",2016,"w","braun"
120561,"31-40","w",10,101,"West Highland White Terrier",,,,"K",2011,"m","weiss"
80127,"51-60","w",10,101,"American Bulldog",,,,"I",2016,"m","weiss/braun"
124673,"41-50","m",10,101,"Dachshund",,,,"K",2011,"w","braun"
88156,"71-80","w",10,101,"Mischling klein",,,,"K",2014,"w","hellbraun"
102378,"31-40","w",10,101,"Mischling klein",,,,"K",2017,"w","braun/grau"
109142,"71-80","m",10,101,"Zwergpudel",,,,"K",2011,"m","black/tan"
103617,"51-60","w",10,101,"Dachshund","Mischling",,,"K",2013,"w","schwarz"
141082,"71-80","m",10,101,"Flat Coated Retriever",,,,"I",2016,"m","schwarz"
155966,"51-60","w",10,101,"Zwergpinscher",,"Zwergpudel",,"K",2020,"m","schoko"
132320,"21-30","w",10,101,"Chihuahua",,,,"K",2010,"m","beige"
118660,"71-80","w",10,101,"Tibetan Spaniel",,,,"K",2009,"m","schwarz/braun"
138034,"71-80","w",10,101,"Flat Coated Retriever",,,,"I",2013,"w","schwarz"
81671,"61-70","w",10,101,"Mischling gross",,,,"I",2019,"w","grau/weiss"
80999,"61-70","w",10,101,"West Highland White Terrier",,,,"K",2012,"w","weiss"
142368,"31-40","w",10,101,"Labrador Retriever",,,,"I",2015,"m","golden"
159669,"21-30","w",10,101,"Mischling gross",,,,"I",2016,"w","weiss"
124476,"41-50","m",10,101,"Labrador Retriever",,,,"I",2014,"m","grau"
136604,"41-50","w",10,101,"Golden Retriever",,,,"I",2017,"w","golden"
124446,"31-40","w",10,101,"Podenco",,,,"I",2009,"w","tricolor"
118236,"61-70","w",10,101,"Bobtail (Old English Shepdog)",,,,"I",2013,"w","grau/weiss"
157587,"31-40","w",10,101,"Rhodesian Ridgeback",,,,"I",2021,"m","creme"
84906,"71-80","w",10,101,"Dachshund",,,,"K",2009,"w","rot"
118377,"31-40","m",10,101,"Deutscher Schäfer",,,,"I",2013,"w","grau"
88656,"31-40","w",10,101,"Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2020,"w","weiss"
107170,"41-50","m",10,101,"Golden Retriever",,"Pudel",,"I",2020,"w","hellbraun"
159070,"61-70","w",10,101,"Bolonka Zwetna",,,,"K",2021,"m","weiss/braun"
136906,"21-30","w",10,101,"Yorkshire Terrier",,,,"K",2010,"w","black/tan"
153913,"51-60","w",10,101,"Irish Setter",,,,"I",2020,"m","rot"
100200,"31-40","w",10,101,"Schäfer",,,,"I",2009,"m","weiss"
158725,"21-30","w",10,101,"Prager Rattler",,,,"K",2021,"m","black/tan"
135927,"51-60","m",10,101,"Cocker Spaniel",,,,"K",2013,"m","schwarz"
134311,"31-40","w",10,101,"Französische Bulldogge",,,,"K",2014,"w","weiss"
125610,"21-30","w",10,101,"Deutscher Kleinspitz",,,,"K",2014,"m","schwarz/grau"
89704,"41-50","w",10,101,"Chihuahua",,,,"K",2008,"w","schwarz/weiss"
81001,"71-80","m",10,101,"Boxer",,,,"I",2017,"w","gestromt"
86111,"61-70","w",10,101,"Labrador Retriever",,,,"I",2018,"w","schwarz"
125330,"51-60","w",10,101,"Malteser",,,,"K",2014,"w","weiss"
144661,"51-60","w",10,101,"Bolonka Zwetna",,,,"K",2018,"m","tricolor"
157642,"21-30","w",10,101,"Malinois",,,,"I",2020,"w","braun"
88998,"51-60","w",10,101,"Pudel",,"Golden Retriever",,"I",2014,"w","creme"
140533,"41-50","w",10,101,"English Cocker Spaniel",,,,"K",2017,"m","braun"
136630,"41-50","w",10,101,"Golden Retriever",,,,"I",2017,"m","golden"
127031,"41-50","m",10,101,"Deutscher Schäfer",,,,"I",2009,"m","schwarz/braun"
100834,"31-40","m",10,101,"Chihuahua",,,,"K",2008,"w","braun"
160011,"41-50","m",10,101,"Mischling gross",,,,"I",2021,"m","rot/braun"
155507,"41-50","w",10,101,"West Highland White Terrier",,,,"K",2020,"m","weiss"
88421,"51-60","m",10,101,"Mischling klein",,,,"K",2014,"w","tricolor"
155429,"21-30","m",10,101,"Lagotto Romagnolo",,,,"I",2019,"m","orange"
108336,"61-70","w",10,101,"Deutscher Pinscher",,,,"I",2020,"w","schwarz/rot"
144099,"31-40","w",10,101,"Zwergspitz",,"Pomeranian",,"K",2018,"m","black/tan"
156047,"51-60","w",10,101,"Border Collie",,,,"I",2018,"w","tricolor"
98655,"61-70","m",10,101,"West Highland White Terrier",,,,"K",2006,"m","weiss"
89416,"41-50","w",10,101,"Jack Russel Terrier",,"Border Terrier",,"K",2013,"m","schwarz/braun"
155068,"31-40","w",10,101,"Malteser",,,,"K",2020,"m","weiss"
140613,"61-70","m",10,101,"Mischling gross",,,,"I",2014,"w","braun"
132866,"31-40","w",10,101,"Magyar Viszla",,,,"I",2013,"m","golden"
153916,"21-30","m",10,101,"Labrador Retriever",,,,"I",2020,"m","gelb"
153073,"41-50","w",10,101,"Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2020,"w","weiss"
87219,"51-60","w",10,101,"Zwergpudel",,,,"K",2017,"w","schwarz"
147310,"41-50","m",10,101,"Deutscher Schäfer",,,,"I",2016,"m","schwarz/braun"
87671,"61-70","w",10,101,"Jack Russel Terrier",,,,"K",2013,"w","weiss/schwarz"
88481,"81-90","w",10,101,"Jack Russel Terrier",,,,"K",2007,"m","tricolor"
126868,"41-50","m",10,101,"Kooikerhondje",,,,"K",2010,"m","rot/weiss"
110123,"71-80","w",10,101,"Jack Russel Terrier",,,,"K",2011,"m","tricolor"
155248,"31-40","w",10,101,"Jack Russel Terrier",,"Schipperke",,"K",2015,"m","beige"
83564,"71-80","m",10,101,"Dachshund",,,,"K",2012,"m","schwarz/rot"
157647,"31-40","m",10,101,"Mischling klein",,,,"K",2019,"w","weiss/braun/schwarz"
142519,"31-40","m",10,101,"Schäfer","Mischling",,,"I",2016,"w","braun/schwarz"
155532,"21-30","w",10,101,"Chihuahua",,,,"K",2018,"w","beige/weiss"
103616,"81-90","m",10,101,"Mischling klein",,,,"K",2009,"m","schwarz/braun"
160073,"41-50","w",10,101,"Lagotto Romagnolo",,,,"I",2021,"w","braun"
145212,"31-40","m",10,101,"Jack Russel Terrier",,,,"K",2018,"w","schwarz/weiss"
110103,"51-60","m",10,101,"Border Collie",,"Australian Shepherd",,"I",2011,"w","schwarz/weiss"
142047,"31-40","w",10,101,"Labrador Retriever",,,,"I",2012,"w","schwarz"
157538,"31-40","w",10,101,"Beagle",,,,"K",2012,"w","braun/schwarz/weiss"
85714,"71-80","w",10,101,"Australian Shepherd",,,,"I",2008,"m","schwarz/weiss"
82262,"91-100","m",10,101,"Deutscher Kleinspitz",,,,"K",2017,"m","weiss/schwarz"
84987,"71-80","m",10,101,"Irish Setter",,,,"I",2012,"m","mahagoni"
122785,"71-80","w",10,101,"Shih Tzu",,,,"K",2013,"m","creme"
80840,"51-60","w",10,101,"Dalmatiner","Mischling",,,"I",2012,"m","schwarz/weiss"
140892,"61-70","m",10,101,"Border Collie",,,,"I",2017,"m","schwarz/weiss"
146552,"21-30","w",10,101,"Mischling gross",,,,"I",2016,"w","choco"
81681,"51-60","w",10,101,"Sennenhund","Mischling",,,"I",2008,"w","tricolor"
88865,"61-70","w",10,101,"Appenzeller Sennenhund",,"Border Collie",,"I",2013,"w","tricolor"
157824,"51-60","w",10,101,"Zwergpudel",,,,"K",2021,"m","braun"
93257,"41-50","w",10,101,"Labrador Retriever","Mischling",,,"I",2008,"m","braun/schwarz/grau"
114004,"61-70","w",10,101,"Border Collie",,"Golden Retriever",,"I",2012,"w","schwarz"
153432,"81-90","m",10,101,"Labrador",,"Golden Retriever",,"I",2008,"m","beige"
158815,"51-60","w",10,101,"Mischling gross",,,,"I",2021,"w","beige"
87070,"61-70","w",10,101,"Tibet Terrier",,,,"K",2013,"w","fauve"
133676,"31-40","w",10,101,"Schäfer","Mischling",,,"I",2014,"w","schwarz"
158325,"41-50","w",10,101,"Deutscher Pinscher","Mischling",,,"I",2014,"w","braun"
87900,"51-60","m",10,101,"Dachshund",,,,"K",2021,"w","braun"
145209,"51-60","w",10,101,"Französische Bulldogge",,,,"K",2015,"m","fawn"
86271,"51-60","w",10,101,"Golden Retriever",,,,"I",2021,"w","golden"
159011,"31-40","w",10,101,"Französische Bulldogge",,,,"K",2021,"w","lilac"
131020,"51-60","m",10,101,"Jack Russel Terrier",,"Mops",,"K",2016,"m","beige"
159644,"41-50","m",10,101,"Golden Retriever",,,,"I",2020,"w","golden"
129110,"31-40","w",10,101,"West Highland White Terrier",,,,"K",2008,"w","weiss"
159753,"21-30","w",10,101,"Border Collie","Mischling",,,"I",2016,"w","schwarz/weiss"
105663,"71-80","w",10,101,"Yorkshire Terrier",,"Havaneser",,"K",2019,"w","tricolor"
155087,"41-50","w",10,101,"Xoloitzcuintle",,,,"K",2020,"m","schwarz"
106193,"61-70","m",10,101,"Yorkshire Terrier",,,,"K",2010,"w","blue/tan"
83455,"71-80","m",10,101,"Mischling gross",,,,"I",2004,"m","braun"
153740,"31-40","w",10,101,"Jack Russel Terrier","Mischling",,,"K",2020,"m","tricolor"
82300,"81-90","w",10,101,"Pekingese",,,,"K",2012,"w","beige/weiss"
158811,"21-30","w",10,101,"Kleiner Münsterländer",,,,"I",2021,"w","braun schimmel"
80917,"51-60","w",10,101,"Mischling gross",,,,"I",2014,"w","weiss/braun"
112386,"41-50","w",10,101,"Chihuahua",,,,"K",2012,"w","schwarz"
119523,"41-50","w",10,101,"Lagotto Romagnolo",,,,"I",2013,"w","orange"
105327,"61-70","m",10,101,"Mischling gross",,,,"I",2013,"m","schwarz/braun/weiss"
86192,"71-80","w",10,101,"Russischer schwarzer Terrier",,,,"I",2010,"w","sable"
123351,"91-100","w",10,101,"Französische Bulldogge",,,,"K",2011,"w","schwarz/weiss"
138212,"41-50","m",10,101,"Flat Coated Retriever",,,,"I",2020,"w","schwarz"
99784,"61-70","w",10,101,"Tibet Terrier","Mischling",,,"K",2009,"m","weiss/beige"
88419,"51-60","w",10,101,"Jack Russel Terrier",,,,"K",2021,"w","weiss/rot"
137838,"41-50","m",10,101,"Dachshund",,,,"K",2010,"m","saufarben"
158310,"71-80","w",10,101,"Beagle",,,,"K",2021,"m","schwarz/braun/weiss"
158812,"61-70","w",10,101,"Border Collie",,"Labrador Retriever",,"I",2021,"w","schwarz/weiss"
70176,"51-60","w",10,101,"Mischling gross",,,,"I",2012,"w","weiss"
87201,"51-60","w",10,101,"Jack Russel Terrier",,,,"K",2012,"m","tricolor"
99346,"41-50","w",10,101,"Zwergpudel",,"Australian Shepherd",,"I",2020,"w","apricot"
108136,"61-70","w",10,101,"Katalanischer Schäferhund (Gos d'Atura Català)",,,,"I",2009,"w","fauve"
126271,"71-80","w",10,101,"Dachshund","Mischling",,,"K",2015,"m","tricolor"
156864,"31-40","w",10,101,"West Highland White Terrier",,,,"K",2015,"m","weiss"
121092,"71-80","w",10,101,"Norwich Terrier",,,,"K",2009,"w","black/tan"
122805,"21-30","w",10,101,"Golden Retriever",,"Grosspudel",,"I",2020,"m","schwarz"
146807,"51-60","m",10,101,"Lagotto Romagnolo",,,,"I",2019,"m","braun/weiss"
105622,"61-70","w",10,101,"Flat Coated Retriever",,,,"I",2016,"w","schwarz"
93294,"31-40","w",10,101,"Soft Coated Wheaten Terrier",,,,"I",2008,"m","weizen"
159045,"41-50","w",10,101,"Bearded Collie",,,,"I",2016,"m","schwarz/weiss"
86310,"51-60","w",10,101,"Cocker Spaniel",,,,"K",2017,"w","choco"
144583,"41-50","m",10,101,"Bedlington Terrier",,,,"K",2018,"m","blue"
82300,"81-90","w",10,101,"Pekingese",,,,"K",2008,"w","braun/weiss/schwarz"
141566,"41-50","w",10,101,"Lagotto Romagnolo",,,,"I",2018,"m","braun"
153022,"61-70","m",10,101,"Rauhaar Dackel",,,,"K",2020,"m","rot"
84393,"41-50","w",10,101,"Zwergspitz",,,,"K",2018,"w","weiss"
80656,"71-80","m",10,101,"Epagneul Breton (Bretonischer Vorstehhund)",,,,"I",2008,"w","weiss/braun"
140888,"31-40","w",10,101,"Mops",,,,"K",2011,"m","schwarz"
160143,"41-50","w",10,101,"Zwergpudel",,,,"K",2021,"m","schwarz"
63704,"71-80","m",10,101,"Dachshund",,,,"K",2012,"w","saufarben"
130250,"41-50","w",10,101,"Mischling klein",,,,"K",2008,"m","braun"
121135,"51-60","w",10,101,"Flat Coated Retriever",,,,"I",2014,"m","schwarz"
88623,"51-60","w",10,101,"Bulldog","Mischling",,,"I",2010,"m","gestromt"
149938,"31-40","w",10,101,"Labrador Retriever",,,,"I",2019,"w","schwarz"
135395,"51-60","m",10,101,"Segugio italiano",,,,"I",2011,"m","braun/schwarz"
152509,"21-30","w",10,101,"Golden Retriever",,,,"I",2012,"m","beige"
154897,"51-60","w",10,101,"Mischling gross",,,,"I",2012,"w","braun"
156754,"31-40","w",10,101,"Miniature Bull Terrier",,,,"K",2021,"w","rot/weiss"
154493,"31-40","w",10,101,"Mischling klein",,,,"K",2012,"w","grau"
143229,"41-50","w",10,101,"Labrador",,"Pudel",,"I",2018,"w","apricot"
147951,"31-40","w",10,101,"Cairn Terrier",,"Chihuahua",,"K",2018,"m","beige"
110583,"51-60","m",10,101,"Französische Bulldogge",,,,"K",2019,"m","blue/tan"
99727,"51-60","w",10,101,"Bolonka Zwetna",,,,"K",2009,"m","schwarz/weiss"
92434,"31-40","w",10,101,"Labrador Retriever",,,,"I",2016,"m","braun"
114129,"31-40","m",10,101,"Podenco Ibicenco",,,,"I",2009,"w","schwarz/weiss"
106561,"41-50","m",10,101,"Yorkshire Terrier",,,,"K",2011,"m","schwarz/braun"
154380,"41-50","m",10,101,"Mischling klein",,,,"K",2010,"w","braun/schwarz"
146762,"31-40","m",10,101,"Cane Corso",,,,"I",2018,"w","grau"
142869,"41-50","w",10,101,"Flat Coated Retriever",,,,"I",2018,"m","schwarz"
82190,"61-70","w",10,101,"Mischling klein",,,,"K",2009,"m","beige"
134309,"31-40","w",10,101,"Französische Bulldogge",,,,"K",2013,"w","gestromt"
134791,"51-60","w",10,101,"Parson Russell Terrier",,,,"K",2017,"m","tricolor"
148982,"31-40","m",10,101,"Yorkshire Terrier",,,,"K",2011,"m","black/tan"
105122,"41-50","w",10,101,"Continental Bulldog",,,,"I",2010,"m","braun/rot"
129237,"41-50","w",10,101,"Mischling klein",,,,"K",2008,"m","schwarz/braun"
71729,"51-60","w",10,101,"Mischling gross",,,,"I",2020,"w","hellbraun"
140721,"41-50","m",10,101,"Havaneser",,,,"K",2017,"w","schwarz/weiss"
120714,"61-70","w",10,101,"Havaneser",,,,"K",2014,"m","hellfarben"
159714,"61-70","w",10,101,"Malteser",,"Cairn Terrier",,"K",2012,"m","grau"
99335,"61-70","w",10,101,"Chihuahua",,,,"K",2014,"w","schwarz/weiss"
137334,"51-60","w",10,101,"Irish Terrier",,,,"I",2017,"m","rot/braun"
119231,"81-90","w",10,101,"Golden Retriever",,,,"I",2011,"w","golden"
89008,"51-60","m",10,101,"Zwergpinscher",,,,"K",2016,"w","schwarz/rot"
113526,"61-70","w",10,101,"Mischling gross",,,,"I",2012,"w","schwarz"
153774,"31-40","w",10,101,"Mudi",,,,"K",2020,"m","blue/merle"
145214,"51-60","m",10,101,"Mischling klein",,,,"K",2016,"m","braun"
132210,"31-40","w",10,101,"Labrador Retriever",,"Beagle",,"I",2011,"m","blondfarben"
153317,"61-70","m",10,101,"Mischling gross",,,,"I",2019,"m","braun"
125995,"81-90","m",10,101,"Shih Tzu",,,,"K",2017,"m","schwarz/grau"
149527,"31-40","w",10,101,"Yorkshire Terrier",,,,"K",2019,"m","golden"
108023,"51-60","w",10,101,"Chihuahua",,,,"K",2011,"w","schwarz/braun/weiss"
89723,"71-80","m",10,101,"Parson Jack Russell Terrier",,,,"K",2009,"w","tricolor"
85016,"61-70","m",10,101,"Flat Coated Retriever",,,,"I",2020,"w","braun"
101069,"51-60","w",10,101,"Border Collie",,"Deutscher Schäfer",,"I",2009,"w","schwarz/braun"
144137,"51-60","m",10,101,"Beagle",,,,"K",2013,"w","tricolor"
89187,"51-60","w",10,101,"Yorkshire Terrier",,,,"K",2017,"m","black/tan"
81683,"71-80","w",10,101,"Chinese Crested Powderpuff",,,,"K",2011,"m","schwarz/weiss"
80994,"51-60","w",10,101,"Labrador",,,,"I",2018,"m","braun"
158735,"41-50","w",10,101,"Mischling gross",,,,"I",2021,"m","beige"
93139,"61-70","m",10,101,"Bolonka Zwetna",,,,"K",2016,"w","schwarz/weiss"
144994,"41-50","w",10,101,"Pudel",,"Labrador Retriever",,"I",2018,"m","rot/braun"
131445,"31-40","w",10,101,"Australian Cattle Dog",,,,"I",2013,"m","tricolor"
148107,"51-60","w",10,101,"Basset Hound",,,,"I",2019,"m","tricolor"
136334,"31-40","m",10,101,"Mischling klein",,,,"K",2016,"w","braun/weiss"
157037,"51-60","w",10,101,"Jack Russel Terrier",,"Dachshund",,"K",2017,"w","weiss/schwarz"
94020,"31-40","w",10,101,"Mischling klein",,,,"K",2006,"w","braun"
159840,"31-40","w",10,101,"Yorkshire Terrier",,,,"K",2021,"m","schwarz"
93237,"51-60","w",10,101,"Mischling gross",,,,"I",2014,"m","grau/weiss"
126226,"31-40","w",10,101,"Italienisches Windspiel",,,,"K",2015,"m","grau"
91145,"51-60","w",10,101,"Jack Russel Terrier",,,,"K",2006,"m","tricolor"
151453,"41-50","m",10,101,"Golden Retriever",,"Setter",,"I",2017,"m","weiss"
145734,"61-70","w",10,101,"Yorkshire Terrier",,,,"K",2018,"m","silber"
88843,"81-90","m",10,101,"West Highland White Terrier",,,,"K",2014,"m","weiss"
122720,"31-40","w",10,101,"Mischling gross",,,,"I",2011,"m","schwarz/braun/grau"
83108,"61-70","w",10,101,"Mischling gross",,,,"I",2013,"w","rehbraun"
105152,"61-70","w",10,101,"Dachshund",,,,"K",2010,"m","schwarz/braun"
90800,"41-50","w",10,101,"Deutscher Kleinspitz",,,,"K",2005,"m","schwarz"
136750,"81-90","w",10,101,"Tibet Terrier",,"Malteser",,"K",2017,"w","creme"
116263,"51-60","m",10,101,"Französische Bulldogge",,,,"K",2013,"w","gestromt"
137126,"41-50","m",10,101,"Dachshund",,,,"K",2015,"m","braun"
159143,"21-30","w",10,101,"Mittelpudel",,,,"K",2021,"m","schwarz"
158982,"51-60","w",10,101,"Lagotto Romagnolo",,,,"I",2021,"m","marronschimmel"
81623,"61-70","w",10,101,"Appenzeller Sennenhund",,"Border Collie",,"I",2017,"w","braun"
159189,"51-60","w",10,101,"Labrador Retriever",,"Pudel",,"I",2021,"m","braun"
157908,"31-40","m",10,101,"Miniature Bull Terrier",,,,"K",2021,"m","schwarz"
88099,"71-80","w",10,101,"Mops",,,,"K",2015,"w","silber/weiss"
89631,"41-50","w",10,101,"Whippet",,,,"I",2007,"w","weiss/braun"
81677,"51-60","w",10,101,"Mischling klein",,,,"K",2010,"w","schwarz"
119539,"51-60","w",10,101,"Mittelpudel",,,,"K",2013,"m","black/tan"
153480,"21-30","m",10,101,"Französische Bulldogge",,,,"K",2014,"m","braun"
157726,"31-40","m",10,101,"Border Collie",,,,"I",2016,"w","schwarz/weiss"
117453,"41-50","w",10,101,"Mischling gross",,,,"I",2013,"w","tricolor"
112412,"31-40","m",10,101,"Boston Terrier",,,,"K",2011,"m","weiss gestromt"
84906,"71-80","w",10,101,"Dachshund",,,,"K",2010,"w","rot"
6130,"61-70","w",10,101,"Mischling gross",,,,"I",2017,"m","schwarz"
81188,"51-60","m",10,101,"Jack Russel Terrier",,,,"K",2011,"w","braun/weiss"
105622,"61-70","w",10,101,"Flat Coated Retriever",,,,"I",2020,"w","schwarz"
86167,"41-50","w",10,101,"Mischling klein",,,,"K",2017,"w","schwarz lohfarbig"
127875,"61-70","w",10,101,"Labrador Retriever",,,,"I",2015,"w","schwarz"
159696,"31-40","m",10,101,"Labrador Retriever",,,,"I",2021,"w","rot/weiss"
128528,"41-50","w",10,101,"Französische Bulldogge",,,,"K",2015,"w","weiss/schwarz"
148806,"21-30","w",10,101,"Französische Bulldogge",,,,"K",2018,"m","hellbraun"
145887,"41-50","w",10,101,"English Cocker Spaniel",,,,"K",2018,"m","schwarz"
5227,"71-80","m",10,101,"Border Terrier",,,,"K",2011,"w","tricolor"
157255,"31-40","m",10,101,"Malteser",,"Zwergpudel",,"K",2020,"m","apricot"
86554,"61-70","w",10,101,"Berner Sennenhund",,,,"I",2009,"w","tricolor"
129914,"21-30","w",10,101,"Zwergspitz",,,,"K",2015,"w","orange"
100834,"31-40","m",10,101,"Labrador Retriever",,,,"I",2016,"m","schwarz"
147334,"41-50","w",10,101,"Terrier","Mischling",,,"K",2014,"m","schwarz/weiss/braun"
144129,"61-70","w",10,101,"Grosspudel",,"Labrador Retriever",,"I",2021,"m","schwarz"
159898,"41-50","w",10,101,"Bichon Havanais",,,,"K",2021,"w","creme"
124649,"71-80","w",10,101,"Dachshund",,,,"K",2021,"w","saufarben"
142486,"41-50","w",10,101,"Bolonka Zwetna",,,,"K",2020,"m","zobel"
150683,"31-40","w",10,101,"Border Collie","Mischling",,,"I",2017,"m","schwarz"
141693,"21-30","m",10,101,"Golden Retriever",,,,"I",2018,"m","blondfarben"
121047,"31-40","w",10,101,"Chihuahua",,,,"K",2008,"m","creme"
